Species
Eurema dammersi
Terias flava
Eurema pallens
Eurema callae
Papilio nicippe
Eurema nicippe
Eurema nicippiformis
Actinote capnodes
Acraea abana
Actinote abana
Actinote melini
Actinote mathani
Altinote carmentis
Acraea testacea
Acraea byzia
Acraea aethilla
Acraea erinome
Actinote carabaia
Actinote sciana
Actinote erinome
Acraea melini
Acraea mathani
Actinote euryleuca
Abananote basilia
Euterpe hylonome
Actinote hylonome
Acraea radiata
Acraea gerardolamas
Actinote intensa
Abantis neavei
Leucochitonea bicolor
Sapaea elegantula
Abantis maesseni
Abantis usheri
Abantis rotundala
Sapaea leucogaster
Abantis etoumbiensis
Abantis lofu
Abantis menelik
Abantis rougeoti
Hesperia namaquana
Leucochitonea paradisea
Leucochitonea umvulensis
Abantis flava
Abantis fulva
Abantis plerotica
Sapaea trimeni
Hesperia zambesiaca
Abisara jhana
Abisara angulata
Abisara angustilineata
Abisara lusi
Abisara suffusa
Abisara fraterna
Abisara assus
Abisara formosana
Taxila etymander
Taxila timaeus
Taxila burnii
Taxila burni
Abisara boholensis
Abisara canlaonensis
Abisara bazilensis
Abisara bugiana
Abisara cavana
Abisara celebica
Abisara satellitica
Abisara clara
Abisara laura
Abisara mindorensis
Abisara lisa
Abisara oenobarus
Abisara notha
Abisara paionea
Abisara palawana
Abisara pancha
Abisara panayensis
Abisara porphyritica
Abisara prunosa
Abisara saleyra
Abisara schedeli
Abisara simillima
Papilio echerius
Abisara tonkinianus
Hesperia coriolanus
Sospita lydda
Lycaena xenodice
Abisara meta
Abisara kausambioides
Abisara echeria
Abisara daliensis
Sospita magdala
Taxila fylla
Abisara fyllaria
Sospita fylloides
Sospita fylla
Abisara aja
Abisara disparilis
Abisara litavicus
Abisara sala
Abisara niasana
Abisara niya
Abisara sura
Abisara jeeranootae
Abisara erilda
Name conflict
Abisara asoka
Abisara daphne
Abisara paha
Abisara sabina
Abisara tina
Abisara mudita
Abisara juana
Abisara shigehoi
Abisara amaga
Abisara baraka
Abisara corbeti
Abisara iliaca
Abisara maya
Abisara annamitica
Abisara siamensis
Abisara stasinus
Abisara tera
Sospita saturata
Abisara kausamboidessic
Abisara kausamboides
Sospita sobrina
Abraximorpha elfina
Celaenorrhinus ermasis
Pterygospidea davidii
Celaenorrhinus davidi
Abrota candidii
Abrota formosana
Abrota flavina
Abrota pratti
Abrota riubaensis
Abrota esvara
Athyma jumna
Adolias confinis
Abrota jumna
Abrota juruna
Oxypalpus annulifer
Pamphila biseriata
Parosmodes icteriana
Pamphila zimbazo
Acada biseriatus
Parosmodes icteria
Acerbas luzona
Acerbas pista
Acerbas tagiadoides
Acerbas javanica
Hesperia anthea
Cobalus ciliatus
Carystus tagiadoides
Hesperia cretura
Hesperia azona
Acerbas dorka
Carystus duris
Carystus mabillei
Zea martini
Acerbas nitidifasciata
Murgaria leucophrys
Aethilla nocera
Telegonus mithras
Telegonus albociliatus
Eudamus albociliata
Eudamus casica
Eudamus orestes
Eudamus epigena
Papilio hedysarum
Proteides lyciades
Rhabdoides tehuacana
Murgaria nigrociliata
Aethilla toxeus
Eudamus coyote
Murgaria albociliata
Achalarus nigrociliata
Achlyodes heros
Papilio sebaldus
Eantis negro
Achlyodes rioja
Sebaldia obscura
Papilio busirus
Achlyodes bucolus
Eantis busiris
Eantis busirus
Papilio busiris
Achlyodes busivreus
Achlyodes bursirus
Achlyodes selva
Achlyodes ozotes
Helias pallida
Acleros displacidus
Acleros bala
Cyclopides leucopyga
Acleros instabilis
Apaustus olaus
Acleros aurifrons
Acleros nyassicola
Acleros denia
Pamphila mackenii
Acleros minusculus
Acleros pulverana
Apaustus leucopygus
Acraea nigrescens
Acraea eginopsis
Acraea caffra
Acraea barberina
Acraea ukerewensis
Acraea mhondana
Acraea tescea
Acraea sufferti
Acraea melanophanes
Acraea vinidia
Acraea brahmsi
Acraea diavina
Acraea abbottii
Acraea alluaudi
Acraea hoursti
Acraea pullula
Acraea ruandae
Acraea tenella
Acraea burigensis
Acraea heliconioides
Acraea abbotii
Acraea bella
Acraea chaeribulula
Acraea littoralis
Acraea nyassicola
Acraea fusca
Acraea megaspila
Acraea ambigua
Acraea aquilia
Acraea pauperata
Acraea albomaculosa
Acraea aquilina
Acraea lindica
Acraea msamwiae
Acraea usaramensis
Acraea nigromarginata
Telipna actinotina
