species,links
Venada naranja,https://www.butterfliesofamerica.com/L/t/Venada_naranja_a.htm
Heronia labriaris,https://www.butterfliesofamerica.com/L/t/Heronia_labriaris_a.htm
Chrysoplectrum pervivax,https://www.butterfliesofamerica.com/L/t/Chrysoplectrum_pervivax_a.htm
Chrysoplectrum bahiana,https://www.butterfliesofamerica.com/L/t/Chrysoplectrum_bahiana_a.htm
Chrysoplectrum orphne,https://www.butterfliesofamerica.com/L/t/Chrysoplectrum_orphne_a.htm
Chrysoplectrum otriades,https://www.butterfliesofamerica.com/L/t/Chrysoplectrum_otriades_a.htm
Chrysoplectrum epicincea,https://www.butterfliesofamerica.com/L/t/Chrysoplectrum_epicincea_a.htm
Chrysoplectrum perniciosus,https://www.butterfliesofamerica.com/L/t/Chrysoplectrum_perniciosus_a.htm
Chrysoplectrum cuminaensis,https://www.butterfliesofamerica.com/L/t/Chrysoplectrum_cuminaensis_a.htm
Chrysoplectrum orpheus,https://www.butterfliesofamerica.com/L/t/Chrysoplectrum_orpheus_a.htm
Chrysoplectrum perna,https://www.butterfliesofamerica.com/L/t/Chrysoplectrum_perna_a.htm
Chrysoplectrum albovenae,https://www.butterfliesofamerica.com/L/t/Chrysoplectrum_albovenae_a.htm
Zestusa dorus,https://www.butterfliesofamerica.com/L/t/Zestusa_dorus_a.htm
Zestusa elwesi,https://www.butterfliesofamerica.com/L/t/Zestusa_elwesi_a.htm
Zestusa staudingeri,https://www.butterfliesofamerica.com/L/t/Zestusa_staudingeri_a.htm
Zestusa levona,https://www.butterfliesofamerica.com/L/t/Zestusa_levona_a.htm
Lobocla liliana,https://www.butterfliesofamerica.com/L/t/Lobocla_liliana_a.htm
Lobocla aborica,https://www.butterfliesofamerica.com/L/t/Lobocla_aborica_a.htm
Lobocla quadripunctata,https://www.butterfliesofamerica.com/L/t/Lobocla_quadripunctata_a.htm
Lobocla disparalis,https://www.butterfliesofamerica.com/L/t/Lobocla_disparalis_a.htm
Lobocla bifasciatus,https://www.butterfliesofamerica.com/L/t/Lobocla_bifasciatus_a.htm
Lobocla contractus,https://www.butterfliesofamerica.com/L/t/Lobocla_contractus_a.htm
Lobocla germanus,https://www.butterfliesofamerica.com/L/t/Lobocla_germanus_a.htm
Lobocla nepos,https://www.butterfliesofamerica.com/L/t/Lobocla_nepos_a.htm
Lobocla proximus,https://www.butterfliesofamerica.com/L/t/Lobocla_proximus_a.htm
Lobocla simplex,https://www.butterfliesofamerica.com/L/t/Lobocla_simplex_a.htm
Codatractus carlos,https://www.butterfliesofamerica.com/L/t/Codatractus_carlos_a.htm
Codatractus alcaeus,https://www.butterfliesofamerica.com/L/t/Codatractus_alcaeus_a.htm
Codatractus yucatanus,https://www.butterfliesofamerica.com/L/t/Codatractus_yucatanus_a.htm
Codatractus aminias,https://www.butterfliesofamerica.com/L/t/Codatractus_aminias_a.htm
Codatractus arizonensis,https://www.butterfliesofamerica.com/L/t/Codatractus_arizonensis_a.htm
Codatractus sallyae,https://www.butterfliesofamerica.com/L/t/Codatractus_sallyae_a.htm
Codatractus melon,https://www.butterfliesofamerica.com/L/t/Codatractus_melon_a.htm
Codatractus bryaxis,https://www.butterfliesofamerica.com/L/t/Codatractus_bryaxis_a.htm
Codatractus imalena,https://www.butterfliesofamerica.com/L/t/Codatractus_imalena_a.htm
Codatractus cyledis,https://www.butterfliesofamerica.com/L/t/Codatractus_cyledis_a.htm
Codatractus cyda,https://www.butterfliesofamerica.com/L/t/Codatractus_cyda_a.htm
Codatractus uvydixa,https://www.butterfliesofamerica.com/L/t/Codatractus_uvydixa_a.htm
Codatractus valeriana,https://www.butterfliesofamerica.com/L/t/Codatractus_valeriana_a.htm
Codatractus hyster,https://www.butterfliesofamerica.com/L/t/Codatractus_hyster_a.htm
Ridens crison,https://www.butterfliesofamerica.com/L/t/Ridens_crison_a.htm
Ridens ridens,https://www.butterfliesofamerica.com/L/t/Ridens_ridens_a.htm
Ridens fieldi,https://www.butterfliesofamerica.com/L/t/Ridens_fieldi_a.htm
Ridens toddi,https://www.butterfliesofamerica.com/L/t/Ridens_toddi_a.htm
Ridens biolleyi,https://www.butterfliesofamerica.com/L/t/Ridens_biolleyi_a.htm
Ridens mercedes,https://www.butterfliesofamerica.com/L/t/Ridens_mercedes_a.htm
Ridens harpagus,https://www.butterfliesofamerica.com/L/t/Ridens_harpagus_a.htm
Ridens philistus,https://www.butterfliesofamerica.com/L/t/Ridens_philistus_a.htm
Ridens mephitis,https://www.butterfliesofamerica.com/L/t/Ridens_mephitis_a.htm
Ridens fulminans,https://www.butterfliesofamerica.com/L/t/Ridens_fulminans_a.htm
Ridens fulima,https://www.butterfliesofamerica.com/L/t/Ridens_fulima_a.htm
Ridens panche,https://www.butterfliesofamerica.com/L/t/Ridens_panche_a.htm
Ridens pacasa,https://www.butterfliesofamerica.com/L/t/Ridens_pacasa_a.htm
Ridens bidens,https://www.butterfliesofamerica.com/L/t/Ridens_bidens_a.htm
Ridens allyni,https://www.butterfliesofamerica.com/L/t/Ridens_allyni_a.htm
Ridens miltas,https://www.butterfliesofamerica.com/L/t/Ridens_miltas_a.htm
Ridens bridgmani,https://www.butterfliesofamerica.com/L/t/Ridens_bridgmani_a.htm
Ridens nora,https://www.butterfliesofamerica.com/L/t/Ridens_nora_a.htm
Ridens tristis,https://www.butterfliesofamerica.com/L/t/Ridens_tristis_a.htm
Ridens telegonoides,https://www.butterfliesofamerica.com/L/t/Ridens_telegonoides_a.htm
Urbanus proteus,https://www.butterfliesofamerica.com/L/t/Urbanus_proteus_a.htm
Urbanus viterboana,https://www.butterfliesofamerica.com/L/t/Urbanus_viterboana_a.htm
Urbanus dubius,https://www.butterfliesofamerica.com/L/t/Urbanus_dubius_a.htm
Urbanus belli,https://www.butterfliesofamerica.com/L/t/Urbanus_belli_a.htm
Urbanus huancavillcas,https://www.butterfliesofamerica.com/L/t/Urbanus_huancavillcas_a.htm
Urbanus pronta,https://www.butterfliesofamerica.com/L/t/Urbanus_pronta_a.htm
Urbanus longicaudus,https://www.butterfliesofamerica.com/L/t/Urbanus_longicaudus_a.htm
Urbanus parvus,https://www.butterfliesofamerica.com/L/t/Urbanus_parvus_a.htm
Urbanus pronus,https://www.butterfliesofamerica.com/L/t/Urbanus_pronus_a.htm
Urbanus esmeraldus,https://www.butterfliesofamerica.com/L/t/Urbanus_esmeraldus_a.htm
Urbanus esma,https://www.butterfliesofamerica.com/L/t/Urbanus_esma_a.htm
Urbanus evona,https://www.butterfliesofamerica.com/L/t/Urbanus_evona_a.htm
Urbanus elmina,https://www.butterfliesofamerica.com/L/t/Urbanus_elmina_a.htm
Urbanus viridis,https://www.butterfliesofamerica.com/L/t/Urbanus_viridis_a.htm
Urbanus esta,https://www.butterfliesofamerica.com/L/t/Urbanus_esta_a.htm
Urbanus prodicus,https://www.butterfliesofamerica.com/L/t/Urbanus_prodicus_a.htm
Urbanus magnus,https://www.butterfliesofamerica.com/L/t/Urbanus_magnus_a.htm
Urbanus velinus,https://www.butterfliesofamerica.com/L/t/Urbanus_velinus_a.htm
Urbanus villus,https://www.butterfliesofamerica.com/L/t/Urbanus_villus_a.htm
Urbanus dorantes,https://www.butterfliesofamerica.com/L/t/Urbanus_dorantes_a.htm
Urbanus obscurus,https://www.butterfliesofamerica.com/L/t/Urbanus_obscurus_a.htm
Urbanus teleus,https://www.butterfliesofamerica.com/L/t/Urbanus_teleus_a.htm
Urbanus tanna,https://www.butterfliesofamerica.com/L/t/Urbanus_tanna_a.htm
Urbanus ambiguus,https://www.butterfliesofamerica.com/L/t/Urbanus_ambiguus_a.htm
Urbanus cindra,https://www.butterfliesofamerica.com/L/t/Urbanus_cindra_a.htm
Urbanus zagorus,https://www.butterfliesofamerica.com/L/t/Urbanus_zagorus_a.htm
Urbanus simplicius,https://www.butterfliesofamerica.com/L/t/Urbanus_simplicius_a.htm
Urbanus procne,https://www.butterfliesofamerica.com/L/t/Urbanus_procne_a.htm
Urbanus evenus,https://www.butterfliesofamerica.com/L/t/Urbanus_evenus_a.htm
Urbanus trebia,https://www.butterfliesofamerica.com/L/t/Urbanus_trebia_a.htm
Urbanus carmelita,https://www.butterfliesofamerica.com/L/t/Urbanus_carmelita_a.htm
Urbanus reductus,https://www.butterfliesofamerica.com/L/t/Urbanus_reductus_a.htm
Urbanus doryssus,https://www.butterfliesofamerica.com/L/t/Urbanus_doryssus_a.htm
Urbanus albimargo,https://www.butterfliesofamerica.com/L/t/Urbanus_albimargo_a.htm
Urbanus virescens,https://www.butterfliesofamerica.com/L/t/Urbanus_virescens_a.htm
Urbanus chalco,https://www.butterfliesofamerica.com/L/t/Urbanus_chalco_a.htm
Astraptes talus,https://www.butterfliesofamerica.com/L/t/Astraptes_talus_a.htm
Astraptes fulgerator,https://www.butterfliesofamerica.com/L/t/Astraptes_fulgerator_a.htm
Astraptes fulgor,https://www.butterfliesofamerica.com/L/t/Astraptes_fulgor_a.htm
Astraptes naxos,https://www.butterfliesofamerica.com/L/t/Astraptes_naxos_a.htm
Astraptes xagua,https://www.butterfliesofamerica.com/L/t/Astraptes_xagua_a.htm
Astraptes apastus,https://www.butterfliesofamerica.com/L/t/Astraptes_apastus_a.htm
Astraptes megalurus,https://www.butterfliesofamerica.com/L/t/Astraptes_megalurus_a.htm
Astraptes tucuti,https://www.butterfliesofamerica.com/L/t/Astraptes_tucuti_a.htm
Astraptes brevicauda,https://www.butterfliesofamerica.com/L/t/Astraptes_brevicauda_a.htm
Astraptes palliolum,https://www.butterfliesofamerica.com/L/t/Astraptes_palliolum_a.htm
Astraptes phalaecus,https://www.butterfliesofamerica.com/L/t/Astraptes_phalaecus_a.htm
Astraptes egregius,https://www.butterfliesofamerica.com/L/t/Astraptes_egregius_a.htm
Astraptes erycina,https://www.butterfliesofamerica.com/L/t/Astraptes_erycina_a.htm
Astraptes halesius,https://www.butterfliesofamerica.com/L/t/Astraptes_halesius_a.htm
Astraptes mabillei,https://www.butterfliesofamerica.com/L/t/Astraptes_mabillei_a.htm
Astraptes aulus,https://www.butterfliesofamerica.com/L/t/Astraptes_aulus_a.htm
Astraptes enotrus,https://www.butterfliesofamerica.com/L/t/Astraptes_enotrus_a.htm
Astraptes janeira,https://www.butterfliesofamerica.com/L/t/Astraptes_janeira_a.htm
Astraptes elorus,https://www.butterfliesofamerica.com/L/t/Astraptes_elorus_a.htm
Astraptes alardus,https://www.butterfliesofamerica.com/L/t/Astraptes_alardus_a.htm
Astraptes habana,https://www.butterfliesofamerica.com/L/t/Astraptes_habana_a.htm
Astraptes alector,https://www.butterfliesofamerica.com/L/t/Astraptes_alector_a.htm
Astraptes cretatus,https://www.butterfliesofamerica.com/L/t/Astraptes_cretatus_a.htm
Astraptes creteus,https://www.butterfliesofamerica.com/L/t/Astraptes_creteus_a.htm
Astraptes bifascia,https://www.butterfliesofamerica.com/L/t/Astraptes_bifascia_a.htm
Astraptes latimargo,https://www.butterfliesofamerica.com/L/t/Astraptes_latimargo_a.htm
Astraptes tinda,https://www.butterfliesofamerica.com/L/t/Astraptes_tinda_a.htm
Astraptes chiriquensis,https://www.butterfliesofamerica.com/L/t/Astraptes_chiriquensis_a.htm
Astraptes weymeri,https://www.butterfliesofamerica.com/L/t/Astraptes_weymeri_a.htm
Astraptes jaira,https://www.butterfliesofamerica.com/L/t/Astraptes_jaira_a.htm
Astraptes cassander,https://www.butterfliesofamerica.com/L/t/Astraptes_cassander_a.htm
Astraptes galesus,https://www.butterfliesofamerica.com/L/t/Astraptes_galesus_a.htm
Astraptes anaphus,https://www.butterfliesofamerica.com/L/t/Astraptes_anaphus_a.htm
Narcosius narcosius,https://www.butterfliesofamerica.com/L/t/Narcosius_narcosius_a.htm
Narcosius aulina,https://www.butterfliesofamerica.com/L/t/Narcosius_aulina_a.htm
Narcosius samson,https://www.butterfliesofamerica.com/L/t/Narcosius_samson_a.htm
Narcosius mura,https://www.butterfliesofamerica.com/L/t/Narcosius_mura_a.htm
Narcosius pseudomura,https://www.butterfliesofamerica.com/L/t/Narcosius_pseudomura_a.htm
Narcosius colossus,https://www.butterfliesofamerica.com/L/t/Narcosius_colossus_a.htm
Narcosius dosula,https://www.butterfliesofamerica.com/L/t/Narcosius_dosula_a.htm
Narcosius hercules,https://www.butterfliesofamerica.com/L/t/Narcosius_hercules_a.htm
Narcosius parisi,https://www.butterfliesofamerica.com/L/t/Narcosius_parisi_a.htm
Narcosius odysseus,https://www.butterfliesofamerica.com/L/t/Narcosius_odysseus_a.htm
Narcosius nazaraeus,https://www.butterfliesofamerica.com/L/t/Narcosius_nazaraeus_a.htm
Narcosius steinhauseri,https://www.butterfliesofamerica.com/L/t/Narcosius_steinhauseri_a.htm
Calliades oryx,https://www.butterfliesofamerica.com/L/t/Calliades_oryx_a.htm
Calliades zeutus,https://www.butterfliesofamerica.com/L/t/Calliades_zeutus_a.htm
Autochton cellus,https://www.butterfliesofamerica.com/L/t/Autochton_cellus_a.htm
Autochton siermadror,https://www.butterfliesofamerica.com/L/t/Autochton_siermadror_a.htm
Autochton pseudocellus,https://www.butterfliesofamerica.com/L/t/Autochton_pseudocellus_a.htm
Autochton cincta,https://www.butterfliesofamerica.com/L/t/Autochton_cincta_a.htm
Autochton vectilucis,https://www.butterfliesofamerica.com/L/t/Autochton_vectilucis_a.htm
Autochton integrifascia,https://www.butterfliesofamerica.com/L/t/Autochton_integrifascia_a.htm
Autochton neis,https://www.butterfliesofamerica.com/L/t/Autochton_neis_a.htm
Autochton reflexus,https://www.butterfliesofamerica.com/L/t/Autochton_reflexus_a.htm
Autochton longipennis,https://www.butterfliesofamerica.com/L/t/Autochton_longipennis_a.htm
Autochton zarex,https://www.butterfliesofamerica.com/L/t/Autochton_zarex_a.htm
Autochton bipunctatus,https://www.butterfliesofamerica.com/L/t/Autochton_bipunctatus_a.htm
Autochton sulfureolus,https://www.butterfliesofamerica.com/L/t/Autochton_sulfureolus_a.htm
Autochton itylus,https://www.butterfliesofamerica.com/L/t/Autochton_itylus_a.htm
Thessia athesis,https://www.butterfliesofamerica.com/L/t/Thessia_athesis_a.htm
Thessia jalapus,https://www.butterfliesofamerica.com/L/t/Thessia_jalapus_a.htm
Achalarus toxeus,https://www.butterfliesofamerica.com/L/t/Achalarus_toxeus_a.htm
Achalarus albociliatus,https://www.butterfliesofamerica.com/L/t/Achalarus_albociliatus_a.htm
Achalarus lyciades,https://www.butterfliesofamerica.com/L/t/Achalarus_lyciades_a.htm
Achalarus casica,https://www.butterfliesofamerica.com/L/t/Achalarus_casica_a.htm
Achalarus tehuacana,https://www.butterfliesofamerica.com/L/t/Achalarus_tehuacana_a.htm
Thorybes confusis,https://www.butterfliesofamerica.com/L/t/Thorybes_confusis_a.htm
Thorybes bathyllus,https://www.butterfliesofamerica.com/L/t/Thorybes_bathyllus_a.htm
Thorybes mexicana,https://www.butterfliesofamerica.com/L/t/Thorybes_mexicana_a.htm
Thorybes diversus,https://www.butterfliesofamerica.com/L/t/Thorybes_diversus_a.htm
Thorybes drusius,https://www.butterfliesofamerica.com/L/t/Thorybes_drusius_a.htm
Thorybes pylades,https://www.butterfliesofamerica.com/L/t/Thorybes_pylades_a.htm
Cabares potrillo,https://www.butterfliesofamerica.com/L/t/Cabares_potrillo_a.htm
Cabares rinta,https://www.butterfliesofamerica.com/L/t/Cabares_rinta_a.htm
Spathilepia clonius,https://www.butterfliesofamerica.com/L/t/Spathilepia_clonius_a.htm
Oechydrus chersis,https://www.butterfliesofamerica.com/L/t/Oechydrus_chersis_a.htm
Ectomis cythna,https://www.butterfliesofamerica.com/L/t/Ectomis_cythna_a.htm
Nerula fibrena,https://www.butterfliesofamerica.com/L/t/Nerula_fibrena_a.htm
Nerula tuba,https://www.butterfliesofamerica.com/L/t/Nerula_tuba_a.htm
Marela tamyroides,https://www.butterfliesofamerica.com/L/t/Marela_tamyroides_a.htm
Marela tamyris,https://www.butterfliesofamerica.com/L/t/Marela_tamyris_a.htm
Cogia hassan,https://www.butterfliesofamerica.com/L/t/Cogia_hassan_a.htm
Cogia abdul,https://www.butterfliesofamerica.com/L/t/Cogia_abdul_a.htm
Cogia cajeta,https://www.butterfliesofamerica.com/L/t/Cogia_cajeta_a.htm
Cogia troilus,https://www.butterfliesofamerica.com/L/t/Cogia_troilus_a.htm
Cogia punctilia,https://www.butterfliesofamerica.com/L/t/Cogia_punctilia_a.htm
Cogia cerradicola,https://www.butterfliesofamerica.com/L/t/Cogia_cerradicola_a.htm
Cogia outis,https://www.butterfliesofamerica.com/L/t/Cogia_outis_a.htm
Cogia hippalus,https://www.butterfliesofamerica.com/L/t/Cogia_hippalus_a.htm
Cogia azila,https://www.butterfliesofamerica.com/L/t/Cogia_azila_a.htm
Cogia caicus,https://www.butterfliesofamerica.com/L/t/Cogia_caicus_a.htm
Cogia calchas,https://www.butterfliesofamerica.com/L/t/Cogia_calchas_a.htm
Cogia grandis,https://www.butterfliesofamerica.com/L/t/Cogia_grandis_a.htm
Cogia aventinus,https://www.butterfliesofamerica.com/L/t/Cogia_aventinus_a.htm
Cogia buena,https://www.butterfliesofamerica.com/L/t/Cogia_buena_a.htm
Cogia mala,https://www.butterfliesofamerica.com/L/t/Cogia_mala_a.htm
Cogia elaites,https://www.butterfliesofamerica.com/L/t/Cogia_elaites_a.htm
Paracogia acanthopoda,https://www.butterfliesofamerica.com/L/t/Paracogia_acanthopoda_a.htm
Telemiades delalande,https://www.butterfliesofamerica.com/L/t/Telemiades_delalande_a.htm
Telemiades litanicus,https://www.butterfliesofamerica.com/L/t/Telemiades_litanicus_a.htm
Telemiades vansa,https://www.butterfliesofamerica.com/L/t/Telemiades_vansa_a.htm
Telemiades gallius,https://www.butterfliesofamerica.com/L/t/Telemiades_gallius_a.htm
Telemiades chrysorrhoea,https://www.butterfliesofamerica.com/L/t/Telemiades_chrysorrhoea_a.htm
Telemiades centrites,https://www.butterfliesofamerica.com/L/t/Telemiades_centrites_a.htm
Telemiades vespasius,https://www.butterfliesofamerica.com/L/t/Telemiades_vespasius_a.htm
Telemiades squanda,https://www.butterfliesofamerica.com/L/t/Telemiades_squanda_a.htm
Telemiades trenda,https://www.butterfliesofamerica.com/L/t/Telemiades_trenda_a.htm
Telemiades nicomedes,https://www.butterfliesofamerica.com/L/t/Telemiades_nicomedes_a.htm
Telemiades meris,https://www.butterfliesofamerica.com/L/t/Telemiades_meris_a.htm
Telemiades choricus,https://www.butterfliesofamerica.com/L/t/Telemiades_choricus_a.htm
Telemiades megallus,https://www.butterfliesofamerica.com/L/t/Telemiades_megallus_a.htm
Telemiades sila,https://www.butterfliesofamerica.com/L/t/Telemiades_sila_a.htm
Telemiades epicalus,https://www.butterfliesofamerica.com/L/t/Telemiades_epicalus_a.htm
Telemiades penidas,https://www.butterfliesofamerica.com/L/t/Telemiades_penidas_a.htm
Telemiades avitus,https://www.butterfliesofamerica.com/L/t/Telemiades_avitus_a.htm
Telemiades antiope,https://www.butterfliesofamerica.com/L/t/Telemiades_antiope_a.htm
Telemiades fides,https://www.butterfliesofamerica.com/L/t/Telemiades_fides_a.htm
Telemiades amphion,https://www.butterfliesofamerica.com/L/t/Telemiades_amphion_a.htm
Telemiades laogonus,https://www.butterfliesofamerica.com/L/t/Telemiades_laogonus_a.htm
Telemiades corbulo,https://www.butterfliesofamerica.com/L/t/Telemiades_corbulo_a.htm
Telemiades oiclus,https://www.butterfliesofamerica.com/L/t/Telemiades_oiclus_a.htm
Bungalotis erythus,https://www.butterfliesofamerica.com/L/t/Bungalotis_erythus_a.htm
Bungalotis diophorus,https://www.butterfliesofamerica.com/L/t/Bungalotis_diophorus_a.htm
Bungalotis gagarini,https://www.butterfliesofamerica.com/L/t/Bungalotis_gagarini_a.htm
Bungalotis midas,https://www.butterfliesofamerica.com/L/t/Bungalotis_midas_a.htm
Bungalotis aureus,https://www.butterfliesofamerica.com/L/t/Bungalotis_aureus_a.htm
Bungalotis astylos,https://www.butterfliesofamerica.com/L/t/Bungalotis_astylos_a.htm
Bungalotis milleri,https://www.butterfliesofamerica.com/L/t/Bungalotis_milleri_a.htm
Bungalotis quadratum,https://www.butterfliesofamerica.com/L/t/Bungalotis_quadratum_a.htm
Bungalotis sipa,https://www.butterfliesofamerica.com/L/t/Bungalotis_sipa_a.htm
Bungalotis clusia,https://www.butterfliesofamerica.com/L/t/Bungalotis_clusia_a.htm
Bungalotis borax,https://www.butterfliesofamerica.com/L/t/Bungalotis_borax_a.htm
Bungalotis lactos,https://www.butterfliesofamerica.com/L/t/Bungalotis_lactos_a.htm
Salatis canalis,https://www.butterfliesofamerica.com/L/t/Salatis_canalis_a.htm
Salatis salatis,https://www.butterfliesofamerica.com/L/t/Salatis_salatis_a.htm
Salatis cebrenus,https://www.butterfliesofamerica.com/L/t/Salatis_cebrenus_a.htm
Salatis fulvius,https://www.butterfliesofamerica.com/L/t/Salatis_fulvius_a.htm
Salatis scyrus,https://www.butterfliesofamerica.com/L/t/Salatis_scyrus_a.htm
Salatis flavomarginatus,https://www.butterfliesofamerica.com/L/t/Salatis_flavomarginatus_a.htm
Sarmientoia dinka,https://www.butterfliesofamerica.com/L/t/Sarmientoia_dinka_a.htm
Sarmientoia eriopis,https://www.butterfliesofamerica.com/L/t/Sarmientoia_eriopis_a.htm
Sarmientoia phaselis,https://www.butterfliesofamerica.com/L/t/Sarmientoia_phaselis_a.htm
Sarmientoia faustinus,https://www.butterfliesofamerica.com/L/t/Sarmientoia_faustinus_a.htm
Sarmientoia haywardi,https://www.butterfliesofamerica.com/L/t/Sarmientoia_haywardi_a.htm
Sarmientoia similis,https://www.butterfliesofamerica.com/L/t/Sarmientoia_similis_a.htm
Sarmientoia almeidai,https://www.butterfliesofamerica.com/L/t/Sarmientoia_almeidai_a.htm
Sarmientoia browni,https://www.butterfliesofamerica.com/L/t/Sarmientoia_browni_a.htm
Nicephellus nicephorus,https://www.butterfliesofamerica.com/L/t/Nicephellus_nicephorus_a.htm
Euriphellus euribates,https://www.butterfliesofamerica.com/L/t/Euriphellus_euribates_a.htm
Dyscophellus phraxanor,https://www.butterfliesofamerica.com/L/t/Dyscophellus_phraxanor_a.htm
Dyscophellus marian,https://www.butterfliesofamerica.com/L/t/Dyscophellus_marian_a.htm
Dyscophellus porcius,https://www.butterfliesofamerica.com/L/t/Dyscophellus_porcius_a.htm
Dyscophellus sebaldus,https://www.butterfliesofamerica.com/L/t/Dyscophellus_sebaldus_a.htm
Dyscophellus erythras,https://www.butterfliesofamerica.com/L/t/Dyscophellus_erythras_a.htm
Dyscophellus mielkei,https://www.butterfliesofamerica.com/L/t/Dyscophellus_mielkei_a.htm
Dyscophellus diaphorus,https://www.butterfliesofamerica.com/L/t/Dyscophellus_diaphorus_a.htm
Dyscophellus porsena,https://www.butterfliesofamerica.com/L/t/Dyscophellus_porsena_a.htm
Dyscophellus ramon,https://www.butterfliesofamerica.com/L/t/Dyscophellus_ramon_a.htm
Dyscophellus ramusis,https://www.butterfliesofamerica.com/L/t/Dyscophellus_ramusis_a.htm
Dyscophellus damias,https://www.butterfliesofamerica.com/L/t/Dyscophellus_damias_a.htm
Nascus phintias,https://www.butterfliesofamerica.com/L/t/Nascus_phintias_a.htm
Nascus phocus,https://www.butterfliesofamerica.com/L/t/Nascus_phocus_a.htm
Nascus solon,https://www.butterfliesofamerica.com/L/t/Nascus_solon_a.htm
Nascus broteas,https://www.butterfliesofamerica.com/L/t/Nascus_broteas_a.htm
Pseudonascus paulliniae,https://www.butterfliesofamerica.com/L/t/Pseudonascus_paulliniae_a.htm
Porphyrogenes boliva,https://www.butterfliesofamerica.com/L/t/Porphyrogenes_boliva_a.htm
Porphyrogenes ferruginea,https://www.butterfliesofamerica.com/L/t/Porphyrogenes_ferruginea_a.htm
Porphyrogenes despecta,https://www.butterfliesofamerica.com/L/t/Porphyrogenes_despecta_a.htm
Porphyrogenes omphale,https://www.butterfliesofamerica.com/L/t/Porphyrogenes_omphale_a.htm
Porphyrogenes pausias,https://www.butterfliesofamerica.com/L/t/Porphyrogenes_pausias_a.htm
Porphyrogenes probus,https://www.butterfliesofamerica.com/L/t/Porphyrogenes_probus_a.htm
Porphyrogenes vulpecula,https://www.butterfliesofamerica.com/L/t/Porphyrogenes_vulpecula_a.htm
Porphyrogenes sororcula,https://www.butterfliesofamerica.com/L/t/Porphyrogenes_sororcula_a.htm
Porphyrogenes specularis,https://www.butterfliesofamerica.com/L/t/Porphyrogenes_specularis_a.htm
Porphyrogenes spanda,https://www.butterfliesofamerica.com/L/t/Porphyrogenes_spanda_a.htm
Porphyrogenes stresa,https://www.butterfliesofamerica.com/L/t/Porphyrogenes_stresa_a.htm
Porphyrogenes zohra,https://www.butterfliesofamerica.com/L/t/Porphyrogenes_zohra_a.htm
Porphyrogenes sparus,https://www.butterfliesofamerica.com/L/t/Porphyrogenes_sparus_a.htm
Porphyrogenes speciosus,https://www.butterfliesofamerica.com/L/t/Porphyrogenes_speciosus_a.htm
Porphyrogenes peterwegei,https://www.butterfliesofamerica.com/L/t/Porphyrogenes_peterwegei_a.htm
Porphyrogenes convexus,https://www.butterfliesofamerica.com/L/t/Porphyrogenes_convexus_a.htm
Porphyrogenes spadix,https://www.butterfliesofamerica.com/L/t/Porphyrogenes_spadix_a.htm
Porphyrogenes splendidus,https://www.butterfliesofamerica.com/L/t/Porphyrogenes_splendidus_a.htm
Porphyrogenes simulator,https://www.butterfliesofamerica.com/L/t/Porphyrogenes_simulator_a.htm
Porphyrogenes sula,https://www.butterfliesofamerica.com/L/t/Porphyrogenes_sula_a.htm
Porphyrogenes spina,https://www.butterfliesofamerica.com/L/t/Porphyrogenes_spina_a.htm
Porphyrogenes sporta,https://www.butterfliesofamerica.com/L/t/Porphyrogenes_sporta_a.htm
Porphyrogenes glavia,https://www.butterfliesofamerica.com/L/t/Porphyrogenes_glavia_a.htm
Porphyrogenes sparta,https://www.butterfliesofamerica.com/L/t/Porphyrogenes_sparta_a.htm
Porphyrogenes spoda,https://www.butterfliesofamerica.com/L/t/Porphyrogenes_spoda_a.htm
Porphyrogenes stupa,https://www.butterfliesofamerica.com/L/t/Porphyrogenes_stupa_a.htm
Porphyrogenes passalus,https://www.butterfliesofamerica.com/L/t/Porphyrogenes_passalus_a.htm
Porphyrogenes virgatus,https://www.butterfliesofamerica.com/L/t/Porphyrogenes_virgatus_a.htm
Porphyrogenes eudemus,https://www.butterfliesofamerica.com/L/t/Porphyrogenes_eudemus_a.htm
Porphyrogenes unassociated_unnamed_female_#1,https://www.butterfliesofamerica.com/L/t/Porphyrogenes_unassociated_unnamed_female_1_a.htm
Porphyrogenes unassociated_unnamed_female_#2,https://www.butterfliesofamerica.com/L/t/Porphyrogenes_unassociated_unnamed_female_2_a.htm
Porphyrogenes unassociated_unnamed_female_#3,https://www.butterfliesofamerica.com/L/t/Porphyrogenes_unassociated_unnamed_female_3_a.htm
Porphyrogenes unassociated_unnamed_female_#4,https://www.butterfliesofamerica.com/L/t/Porphyrogenes_unassociated_unnamed_female_4_a.htm
Porphyrogenes unassociated_unnamed_female_#5,https://www.butterfliesofamerica.com/L/t/Porphyrogenes_unassociated_unnamed_female_5_a.htm
Porphyrogenes unassociated_unnamed_females,https://www.butterfliesofamerica.com/L/t/Porphyrogenes_unassociated_unnamed_females_a.htm
Porphyrogenes unassociated_unnamed_male,https://www.butterfliesofamerica.com/L/t/Porphyrogenes_unassociated_unnamed_male_a.htm
Ocyba calathana,https://www.butterfliesofamerica.com/L/t/Ocyba_calathana_a.htm
Oileides azines,https://www.butterfliesofamerica.com/L/t/Oileides_azines_a.htm
Oileides fenestratus,https://www.butterfliesofamerica.com/L/t/Oileides_fenestratus_a.htm
Oileides vulpinus,https://www.butterfliesofamerica.com/L/t/Oileides_vulpinus_a.htm
