Species
Astraptes anaphus
Astraptes xagua
Cogia hassan
Epargyreus clarus
Epargyreus exadeus
Phocides pigmalion
Proteides maysi
Proteides mercurius
Urbanus magnus
Gegenes pumilio
Aroma aroma
Panoquina corrupta
Panoquina panoquin
Tromba tromba
Atalopedes carteri
Euphyes singularis
Hesperia colorado
Hesperia comma
Ochlodes subhyalina
Ochlodes sylvanus
Ochlodes venata
Polites baracoa
Propertius propertius
Wallengrenia egeremet
Wallengrenia otho
Arita arita
Bruna bruna
Joanna joanna
Lento lento
Molla molla
Punta punta
Saturnus saturnus
Banta banta
Ancyloxypha numitor
Thymelicus acteon
Thymelicus hamza
Thymelicus hyrax
Thymelicus lineola
Thymelicus sylvestris
Flandria flandria
Isoteinon lamprospilus
Leona na
Meza banda
Prada maria
Udaspes folus
Argopteron aureipennis
Carterocephalus argyrostigma
Carterocephalus palaemon
Carterocephalus silvicola
Dalla cola
Dalla curia
Dalla dora
Dalla genes
Dalla mora
Dalla vista
Heteropterus morpheus
Achlyodes busirus
Zera zera
Carcharodus alceae
Carcharodus lavatherae
Carcharodus stauderi
Spialia orbifer
Spialia sertorius
Viola minor
Erynnis marloyi
Erynnis montanus
Erynnis tages
Speculum speculum
Heliopetes arsalte
Pyrgus alveus
Pyrgus andromedae
Pyrgus armoricanus
Pyrgus carlinae
Pyrgus carthami
Pyrgus cinarae
Pyrgus foulquieri
Pyrgus maculatus
Pyrgus malvae
Pyrgus malvoides
Pyrgus serratulae
Pyrgus sidae
Elbella patrobas
Jemadia hospita
Parelbella peruana
Pyrrhopyge phidias
Abantis zambesiaca
Daimio tethys
Eagris sabadius
Mooreana trichoneura
Odontoptilum angulata
Satarupa gopala
Satarupa nymphalis
Hesperilla ornata
Rachelia extrusus
Trapezites symmomus
Curetis acuta
Curetis bulis
Curetis thetis
Heliophorus ila
Hyrcanana sartha
Lycaena alciphron
Lycaena boldenarum
Lycaena candens
Lycaena dispar
Lycaena epixanthe
Lycaena helle
Lycaena hippothoe
Lycaena kasyapa
Lycaena pang
Lycaena phlaeas
Lycaena phoebus
Lycaena rubidus
Lycaena salustius
Lycaena svenhedini
Lycaena thersamon
Lycaena thetis
Lycaena tityrus
Lycaena virgaureae
Spalgis epius
Taraka hamada
Anthene larydas
Niphanda fusca
Cupido alcetas
Cupido argiades
Cupido buddhista
Cupido minimus
Cupido osiris
Talicada nyseus
Tongeia filicaudis
Tongeia fischeri
Glaucopsyche alexis
Glaucopsyche lycormas
Glaucopsyche paphos
Leptotes jeanneli
Leptotes marina
Leptotes pirithous
Celastrina argiolus
Celastrina ladon
Celastrina neglecta
Celastrina oreas
Afarsia morgiana
Agriades glandon
Agriades pheretiades
Alpherakya devanica
Alpherakya sarta
Aricia agestis
Aricia allous
Aricia anteros
Aricia artaxerxes
Aricia astorica
Aricia cramera
Aricia hyacinthus
Aricia teberdina
Cyaniris semiargus
Echinargus isola
Eumedonia eumedon
Glabroculus elvira
Hemiargus hanno
Kretania eurypilus
Kretania psylorita
Kretania zamotajlovi
Luthrodes cleotas
Lysandra albicans
Lysandra bellargus
Lysandra coridon
Lysandra hispana
Pamiria chrysopis
Plebejidea loewii
Plebejus argus
Plebejus argyrognomon
Plebejus idas
Plebejus subsolanus
Plebejus villai
Polyommatus admetus
Polyommatus amandus
Polyommatus amorata
Polyommatus damon
Polyommatus daphnis
Polyommatus dorylas
Polyommatus erigone
Polyommatus eros
Polyommatus erotides
Polyommatus escheri
Polyommatus hamadanensis
Polyommatus icarus
Polyommatus laziensis
Polyommatus thersites
Polyommatus venus
Rimisia miris
Acytolepis puspa
Brephidium exilis
Cacyreus marshalli
Catochrysops strabo
Catochrysops taitensis
Catopyrops florinda
Danis danis
Danis phroso
Erysichton lineata
Euchrysops cnejus
Famegana alsulus
Iolana alfierii
Iolana debilitata
Iolana iolas
Jamides amarauge
Jamides aratus
Jamides aruensis
Jamides bochus
Jamides coritus
Lampides boeticus
Nacaduba berenice
Nacaduba cyanea
Nacaduba kurava
Nacaduba niueensis
Oboronia pseudopunctatus
Orthomiella pontis
Phengaris arion
Phengaris arionides
Phengaris teleius
Philotes sonorensis
Praephilotes anthracias
Pseudozizeeria maha
Scolitantides bavius
Scolitantides orion
Tarucus rosacea
Tarucus theophrastus
Theclinesthes miskini
Turanana endymion
Turanana grumi
Turanana taygetica
Udara akasa
Udara blackburni
Zizula hylax
Hewitsonia intermedia
Cooksonia aliciae
Mimacraea marshalli
Pentila abraxas
Telipna acraea
Deramas ikedai
Deramas tomokoae
Poritia erycinoides
Poritia philota
Amblypodia anita
Myrina silenus
Aphnaeus questiauxi
Axiocerses styx
Cigaritis allardi
Cigaritis myrmecophila
Cigaritis zohra
Pseudaletis antimachus
Arhopala araxes
Arhopala argentea
Arhopala hercules
Arhopala nobilis
Flos diardi
Neomyrina nivea
Cheritra orpheus
Deudorix epijarbas
Rapala arata
Rapala nissa
Rapala tomokoae
Sinthusa chandrana
Calycopis demonassa
Calycopis isobeon
Electrostrymon hugon
Lamprospilus collucia
Ziegleria ceromia
Ziegleria hesperitis
Arawacus sito
Arcas imperialis
Arcas tuneta
Atlides halesus
Atlides polybe
Brangas neora
Callophrys avis
Callophrys paulae
Callophrys rubi
Cyanophrys herodotus
Eumaeus atala
Eumaeus childrenae
Eumaeus minyas
Eumaeus toxea
Evenus felix
Evenus gabriela
Evenus regalis
Laothus gibberosa
Laothus viridicans
Ministrymon azia
Ministrymon leda
Oenomaus ortygnus
Ostrinotes halciones
Panthiades bathildis
Panthiades bitias
Parrhasius polibetes
Pseudolycaena damo
Pseudolycaena marsyas
Rekoa meton
Rekoa palegon
Satyrium acaciae
Satyrium ilicis
Satyrium ledereri
Satyrium pruni
Satyrium spini
Satyrium w-album
Strephonota syedra
Strephonota tephraeus
Strymon melinus
Strymon ziba
Theorema eumenia
Theorema sapho
Theritas hemon
Theritas mavors
Theritas paupera
Thestius meridionalis
Tmolus cydrara
Tmolus echion
Hypolycaena erylus
Hypothecla astyla
Dacalana treadawayi
Iolaus calisto
Iolaus menas
Iolaus timon
Paruparo kuehni
Paruparo mamertina
Pratapa tyotaroi
Tajuria iapyx
Tajuria mantra
Tajuria mizunumai
Eooxylides tharis
Loxura atymnus
Syrmoptera melanomitra
Ancema ctesia
Remelana davisi
Araragi enthea
Artopoetes pryeri
Austrozephyrus absolon
Chrysozephyrus ataxus
Chrysozephyrus disparatus
Chrysozephyrus hisamatsusanus
Hypaurotis crysalus
Japonica lutea
Neozephyrus quercus
Neozephyrus taiwanus
Neozephyrus taxila
Protantigius superans
Shirozua jonasi
Thecla betulae
Tomares ballus
Tomares callimachus
Tomares fedtschenkoi
Tomares romanovi
Jalmenus evagoras
Apatura ilia
Apatura iris
Apatura laverna
Apatura metis
Chitoria ulupi
Dilipa fenestra
Dilipa morgiana
Doxocopa agathina
Doxocopa callianira
Doxocopa cyane
Doxocopa elis
Doxocopa laure
Doxocopa laurentia
Doxocopa linda
Doxocopa zunilda
Euripus nyctelius
Helcyra subalba
Helcyra superba
Herona marathus
Hestina assimilis
Hestina persimilis
Hestinalis mimetica
Hestinalis nama
Mimathyma ambica
Mimathyma chevana
Mimathyma nycteis
Mimathyma schrenkii
Rohana parisatis
Sasakia charonda
Sasakia funebris
Sephisa chandra
Sephisa princeps
Timelaea albescens
Timelaea maculata
Batesia hypochlora
Hamadryas albicornis
Hamadryas amphinome
Hamadryas arinome
Hamadryas chloe
Hamadryas feronia
Hamadryas fornax
Hamadryas laodamia
Hamadryas velutina
Panacea procilla
Panacea prola
Panacea regina
Callicore astarte
Callicore atacama
Callicore brome
Callicore cynosura
Callicore eunomia
Callicore excelsior
Callicore hesperis
Callicore hystaspes
Callicore ines
Callicore lyca
Callicore pitheas
Callicore pygas
Callicore sorana
Callicore texa
Diaethria anna
Diaethria astala
Diaethria clymena
Diaethria neglecta
Orophila diotima
Paulogramma pyracmon
Perisama canoma
Perisama comnena
Perisama dorbignyi
Perisama euriclea
Perisama humboldtii
Perisama lebasii
Perisama philinus
Catonephele acontius
Catonephele mexicana
Catonephele numilia
Catonephele nyctimus
Catonephele salambria
Eunica alcmena
Eunica alpais
Eunica amelia
Eunica carias
Eunica chlororhoa
Eunica clytia
Eunica concordia
Eunica eurota
Eunica marsolia
Eunica mygdonia
Eunica norica
Eunica orphise
Eunica sophonisba
Eunica sydonia
Eunica volumna
Myscelia capenas
Myscelia cyananthe
Myscelia ethusa
Myscelia orsis
Nessaea hewitsonii
Nessaea obrinus
Asterope degandii
Asterope leprieuri
Asterope markii
Bolboneura sylphis
Epiphile boliviana
Epiphile grandis
Epiphile orea
Pyrrhogyra amphiro
Pyrrhogyra otolais
Temenis laothoe
Temenis pulchra
Dynamine anubis
Dynamine radicula
Dynamine zenobia
Ariadne ariadne
Ariadne enotrea
Ariadne merione
Byblia anvatara
Byblia ilithyia
Eurytela hiarbas
Mesoxantha ethosea
Neptidopsis ophione
Vila emilia
Calinaga buddha
Calinaga davidis
Calinaga sudassana
Anaea aidea
Anaea troglodyta
Consul electra
Consul excellens
Consul fabius
Consul panariste
Fountainea centaurus
Fountainea eurypyle
Fountainea glycerium
Fountainea halice
Fountainea nessus
Fountainea nobilis
Fountainea ryphea
Fountainea sosippus
Hypna clytemnestra
Memphis acaudata
