Species
Deltochilum icarus
Canthon indigaceus
Phanaeus daphnis
Heliocopris japetus
Oxysternon macleayi
Onthophagus australis
Phanaeus tridens
Canthon smaragdulus
Coprophanaeus pertyi
Garreta malleolus
Proagoderus extensus
Onthophagus impressicollis
Deltochilum carinatum
Garreta nitens
Sulcophanaeus batesi
Catharsius bradshawi
Dichotomius podalirius
Hansreia affinis
Proagoderus versus
Catharsius calaharicus
Metacatharsius inermis
Proagoderus quadrituber
Proagoderus atriclaviger
Homocopris torulosus
Scybalophagus rugosus
Coprophanaeus corythus
Ornithoptera aesacus
Ornithoptera chimaera
Ornithoptera croesus
Ornithoptera paradisea
Battus belus
Papilio weymeri
Battus ingenuus
Hipparchia hansii
Papilio schmeltzi
Troides amphrysus
Battus crassus
Eurytides serville
Anotogaster sieboldii
Phyllium bioculatum
Hyles hippophaes
Euphydryas maturna
Idea electra
Idea tambusisiana
Luehdorfia japonica
Lycaena dispar
Macrodontia cervicornis
Phengaris arion
Phengaris arionides
Phengaris teleius
Magicicada septendecim
Anetia briarea
Anetia jaegeri
Anetia pantheratus
Morimus funereus
Nicrophorus americanus
Oecanthus laricis
Oeobia sp. nov.
Chlorophorus ruficornis
Chlorophorus glabromaculatus
Ropalopus insubricus
Ceruchus chrysomelinus
Grynocharis oblonga
Dacne notata
Monochamus sartor
Osmoderma barnabita
Aeshna grandis
Sympetrum sanguineum
Calopteryx splendens
Cordulia aenea
Enallagma cyathigerum
Cora marina
Catuna oberthueri
Belenois raffrayi
Papilio benguetanus
Junonia hierta
Cyrestis nivea
Papilio homerus
Eurema alitha
Eurema brigitta
Papilio mangoura
Precis octavia
Papilio manlius
Euthalia dirtea
Charaxes candiope
Cymothoe weymeri
Papilio morondavana
Charaxes phoebus
Palla violinitens
Papilio phorbanta
Charaxes imperialis
Neptis melicerta
Cymothoe haynae
Pontia daplidice
Bicyclus anynana
Amauris echeria
Junonia almana
Euploea core
Graphium taboranus
Hipparchia statilinus
Euphaedra simplex
Ideopsis vulgaris
Charaxes catachrous
Erebia aethiopella
Euphaedra themis
Delias periboea
Erebia cassioides
Cymothoe caenis
Pseudochazara cingovskii
Charaxes etheocles
Neomyrina nivea
Graphium deucalion
Delias rosenbergi
Delias luctuosa
Colotis protomedia
Ancema ctesia
Graphium polistratus
Cethosia obscura
Neptidopsis ophione
Bebearia severini
Erebia neoridas
Euphydryas cynthia
Taenaris horsfieldii
Belenois theuszi
Heteronympha merope
Colotis ione
Graphium meyeri
Erebia gorge
Belenois calypso
Harma theobene
Arhopala argentea
Oboronia pseudopunctatus
Bicyclus martius
Junonia oenone
Parnassius apollo
Parnassius autocrator
Trithemis festiva
Euphaea impar
Neurothemis tullia
Neurobasis chinensis
Chlorogomphus magnificus
Purpuricenus globulicollis
Sinictinogomphus clavatus
Calopteryx cornelia
Rhyothemis triangularis
Euphaea amphicyana
Phyllodesma ilicifolia
Archon apollinus
Hipparchia azorina
Hipparchia tilosi
Hipparchia fagi
Polyommatus coridon
Pararge xiphia
Pyrgus andromedae
Hipparchia gomera
Oeneis glacialis
Erebia montana
Pararge xiphioides
Hipparchia volgensis
Erebia rhodopensis
Erebia meolans
Erebia pluto
Erebia oeme
Erebia tyndarus
Vanessa vulcania
Erebia lefebvrei
Melitaea asteria
Erebia pronoe
Hipparchia semele
Erebia triaria
Colias phicomone
Erebia nivalis
Erebia manto
Anthocharis euphenoides
Pseudophilotes baton
Erebia alberganus
Coenonympha orientalis
Satyrus actaea
Erebia pharte
Erebia epiphron
Erebia calcaria
Melanargia lachesis
Erebia orientalis
Coenonympha rhodopensis
Euchloe simplonia
Pseudochazara orestes
Erebia melampus
Pyrgus carlinae
Pyrgus malvoides
Pieris balcana
Erebia melas
Melitaea parthenoides
Erebia styx
Proserpinus proserpina
Protoploea apatela
Rosalia alpina
Saga pedo
Teinopalpus aureus
Teinopalpus imperialis
Battus zetides
Carabus intricatus
Pieris cheiranthi
Lycaena ottomana
Plebejus trappi
Erebia christi
Erebia sudetica
Hipparchia maderensis
Pseudochazara euxina
Cerambyx cerdo
Coenonympha oedippus
Cucujus cinnaberinus
Deinacrida heteracantha
Elaphrus viridis
Erebia gorgone
Erebia scipio
Erebia sthennyo
Eriogaster catax
Euploea blossomae
Euploea tobleri
Euryphura achlys
Formica rufa
Graellsia isabelae
Graphium epaminondas
Graphium idaeoides
Graphium megaera
Graphium procles
Graphium stresemanni
Graphoderus bilineatus
Sympetrum fonscolombii
Coenagrion pulchellum
Lestes sponsa
Libellula depressa
Proagoderus brucei
Bombus fervidus
Bombus huntii
Andrena fulva
Labidura herculeana
Heteronitis castelnaui
Onitis uncinatus
Phanaeus achilles
Sulcophanaeus imperator
Hetrodes pupus
Propomacrus cypriacus
Blepharopsis mendica
Mantis religiosa
Bradyporus macrogaster
Purpuricenus desfontainii
Stenopterus atricornis
Trichoferus bergeri
Bombus affinis
Bombus vosnesenskii
Chromovalgus peyroni
Lucanus busignyi
Chlorophorus gratiosus
Chlorophorus pelletieri
Molorchus juglandis
Purpuricenus schurmanni
Heptaulacus brancoi
Ceratophyus hoffmannseggi
Thorectes armifrons
Thorectes catalonicus
Thorectes distinctus
Thorectes intermedius
Thorectes nitidus
Thorectes sardous
Bubas bison
Bubas bubaloides
Gymnopleurus sturmi
Onitis belial
Onitis ion
Onthophagus hirtus
Onthophagus melitaeus
Onthophagus opacicollis
Erythrodiplax umbrata
Cora irene
Megachile parietina
Onitis ezechias
Plebejus hespericus
Turanana taygetica
Hipparchia cretica
Hipparchia cypriensis
Polyommatus albicans
Hipparchia mersina
Maniola megala
Melitaea aetherie
Leptidea reali
Cheirotonus jambar
Thymelicus hamza
Plebejus vogelii
Polyommatus atlanticus
Tomares mauretanicus
Argynnis auresiana
Berberia lambessanus
Coenonympha arcanioides
Coenonympha fettigii
Hipparchia caroli
Hyponephele maroccana
Lasiommata meadewaldoi
Melanargia lucasi
Melanargia titea
Melitaea punica
Pseudochazara atlantis
Pyronia janiroides
Anthocharis belia
Pieris segonzaci
Glaucopsyche paphos
Pseudophilotes barbagiae
Argynnis elisa
Coenonympha corinna
Coenonympha thyrsis
Erebia hispania
Hipparchia christenseni
Hipparchia neomiris
Maniola chia
Maniola nurag
Melanargia arge
Pseudochazara amymone
Pseudochazara graeca
Papilio hospiton
Euchloe insularis
Lestes dryas
Erythrodiplax berenice
Aeshna eremita
Euthore mirabilis
Bombus centralis
Bombus impatiens
Odontopodisma montana
Poecilimon ukrainicus
Acrida ungarica
Aeshna affinis
Aeshna isoceles
Anax imperator
Anax parthenope
Oedipoda germanica
Bradyporus dasypus
Calopteryx virgo
Acrophylla wuelfingi
Onchestus rentzi
Crocothemis servilia
Celithemis amanda
Neurothemis stigmatizans
Anax gibbosulus
Neurothemis fluctuans
Rhyothemis phyllis
Rhyothemis regia
Rhyothemis variegata
Crocothemis erythraea
Aeshna cyanea
Umma gumma
Anisarthron barbipes
Troides andromache
Grammoptera viridipennis
Pidonia lurida
Saphanus piceus
Rhyothemis resplendens
Leptorhabdium illyricum
Ornithoptera alexandrae
Ornithoptera tithonus
Ornithoptera rothschildi
Ornithoptera meridionalis
Ornithoptera goliath
Ornithoptera priamus
Ornithoptera victoriae
Trogonoptera brookiana
Trogonoptera trojana
Troides aeacus
Troides prattorum
Troides dohertyi
Troides criton
Troides cuneifera
Troides haliphron
Troides hypolitus
Troides magellanus
Troides miranda
Troides oblongomaculatus
Troides plato
Troides rhadamantus
Troides riedeli
Troides vandepolli
Extatosoma tiaratum
Osmoderma eremita
Valanga nigricornis
Battus devilliers
Battus eracon
Battus lycidas
Battus polydamas
Eurytides dolicaon
Papilio esperanza
Parides gundlachianus
Protographium celadon
Bhutanitis ludlowi
Troides helena
Baronia brevicornis
Dysphaea dimidiata
Euphaea lara
Euphaea variegata
Atrophaneura luchti
Pachliopta schadenbergi
Bhutanitis thaidina
Graphium meeki
Graphium mendana
Chilasa moerneri
Papilio toboroi
Pachliopta jophon
Battus laodamas
Byasa alcinous
Pachliopta aristolochiae
Losaria coon
Byasa crassipes
Byasa hedistus
Atrophaneura horishanus
Byasa impediens
Pachliopta kotzebuea
Byasa latreillei
Pachliopta mariae
Losaria neptunus
Atrophaneura nox
Byasa plutonius
Atrophaneura priapus
Atrophaneura semperi
Atrophaneura sycorax
Battus madyes
Battus polystictus
Bhutanitis lidderdalii
Graphium macfarlanei
Papilio acheron
Papilio antimachus
Papilio sjoestedti
Neurobasis kaupi
Rhinocypha anisoptera
Ornithoptera euphorion
Atrocalopteryx atrata
Peruphasma schultei
Vestalis luctuosa
Vestalis lugens
Calopteryx japonica
Sympetrum cordulegaster
Eurytides iphitas
Parides hahneli
Parides pizarro
Euryades corethrus
Protographium agesilaus
Euryades duponchelii
Eurytides bellerophon
Mimoides lysithous
Protographium asius
Vestalis melania
Ceriagrion cerinorubellum
Charaxes vansoni
Buprestis splendens
Byasa polla
Dichotomius crinicollis
Coprophanaeus gamezi
Deltochilum rubripenne
Dichotomius prietoi
Deltochilum brasiliense
Deltochilum peruanum
Proagoderus sapphirinus
Phanaeus prasinus
Dichotomius problematicus
Proagoderus bicallosus
Amauris nossima
Clytus lama
Thymalus oblongus
Chlorophorus aegyptiacus
Lucanus tetraodon
Papilio carolinensis
Papilio grosesmithi
Papilio jordani
Papilio leucotaenia
Graphium dorcus
Papilio echerioides
Euphaedra piriformis
Cirrochroa regina
Anaciaeschna martini
Coenagrion mercuriale
Euploea euphon
Canthon ornatus
Anaglyptus luteofasciatus
Anaglyptus praecellens
Calchaenesthes sexmaculata
Pseudosphegesthes bergeri
Bombus polaris
Ateuchetus variolosus
Copris klugi
Ateuchetus laticollis
Chazara prieuri
Plebejus martini
Libellula quadrimaculata
Bombus mixtus
Evodinus clathratus
Schurmannia sicula
Pedostrangalia raggii
Euphaea subnodalis
Eurytides callias
Colotis erone
Diastellopalpus thomsoni
Gymnopleurus virens
Idea iasonia
Phengaris nausithous
Crotchiella brachyptera
Isotomus barbarae
Ampedus cardinalis
Erythromma lindenii
Somatochlora metallica
Coenagrion hastulatum
Zenithoptera fasciata
Charaxes guderiana
Papilio maraho
Symbrenthia hypatia
Caleta caleta
Euthalia malaccana
Neurothemis fulvia
Euphaea masoni
Euchloe grancanariensis
Melitaea varia
Boninthemis insularis
Aeshna viridis
Pyrrhosoma nymphula
Epallage fatime
Glaphyra bassettii
Callidium libani
Geotrupes ibericus
Typhaeus typhaeoides
Brachymesia furcata
Calopteryx maculata
Drymochares cylindraceus
Drymochares truquii
Paracorymbia picticornis
Paracorymbia stragulata
Xylosteus bartoni
Leptorhabdium nitidum
Byasa dasarada
Atrophaneura varuna
Heraclides chiansiades
Sympetrum flaveolum
Pachysoma gariepinus
Malagoniella argentina
Ropalopus ungaricus
Platycerus spinifer
Microrhagus pygmaeus
Clytus tropicus
Clypeorhagus clypeatus
Cymothoe consanguis
Papilio neumoegeni
Euthalia merta
Charaxes bocqueti
Euphaedra losinga
Prothoe calydonia
Euphaedra splendens
Myrina sharpei
Lachnocnema luna
Delias enniana
Euphaedra eupalus
Epitola urania
Sevenia umbrina
Bicyclus evadne
Parantica dannatti
Orthetrum glaucum
Orthetrum cancellatum
Rhyothemis fuliginosa
Copera vittata
Erebia mnestra
Coenonympha gardetta
Aricia morronensis
Erebia epistygne
Anthene opalina
Danaus cleophile
Euploea magou
Graphium sandawanum
Cicindela columbica
Lichenophanes numida
Gnorimus decempunctatus
Dorcus alexisi
Dorcus musimon
Anomius annamariae
Calamosternus hyxos
Calamosternus mayeri
Chilothorax lineolatus
Mecynodes striatulus
Heptaulacus rasettii
Copris umbilicatus
Onthophagus massai
Onthophagus muelleri
Onthophagus panici
Polyommatus dolus
Hipparchia blachieri
Polyommatus golgus
Hipparchia aristaeus
Melanargia pherusa
Libellula luctuosa
Anax junius
Cordulegaster dorsalis
Pachydiplax longipennis
Plathemis lydia
Tramea lacerata
Orthemis ferruginea
Neurothemis ramburii
Anaciaeschna jaspidea
Aeshna mixta
Pedostrangalia revestita
Xylosteus spinolae
Troides darsius
Troides plateni
Troides staudingeri
Byasa adamsoni
Pachliopta phlegon
Heliocypha angusta
Onconotus servillei
Noctua atlantica
Parides ascanius
Scarabaeus laevistriatus
Phanaeus bispinus
Dichotomius planicollis
Scarabaeus ambiguus
Lioderina linearis
Protogoniomorpha anacardii
Cyrestis themire
Charaxes fionae
Neptis quintilla
Mimacraea maesseni
Erebia palarica
Pyrgus cacaliae
Laeosopis roboris
Calopteryx syriaca
Phenes raptor
Euploea martinii
Heliconius nattereri
Sulcophanaeus miyashitai
Isotomus jarmilae
Clytus madoni
Trichoferus ilicis
Ceratophyus rossii
Lethrus fallax
Bubas bubalus
Cupido lorquinii
Aricia bassoni
Coenonympha vaucheri
Erebia zapateri
Hagenius brevistylus
Pseudogaurotina excellens
Bombus dahlbomii
Pachliopta atropos
Charaxes pondoensis
