cluster,file,path
-1,Callicore excelsior IMG_104899_R.png,images\Tan_batch_2_to_Cyrestis_tancrop\Callicore excelsior\Callicore excelsior IMG_104899_R.png
-1,Callicore pygas IMG_103390_R.png,images\Tan_batch_2_to_Cyrestis_tancrop\Callicore pygas\Callicore pygas IMG_103390_R.png
-1,Callicore sorana IMG_104236.png,images\Tan_batch_2_to_Cyrestis_tancrop\Callicore sorana\Callicore sorana IMG_104236.png
-1,Callithomia alexirrhoe IMG_060301.png,images\Tan_batch_2_to_Cyrestis_tancrop\Callithomia alexirrhoe\Callithomia alexirrhoe IMG_060301.png
-1,Callophrys eryphon IMG_141901_R.png,images\Tan_batch_2_to_Cyrestis_tancrop\Callophrys eryphon\Callophrys eryphon IMG_141901_R.png
-1,Callophrys gryneus IMG_022657_R.png,images\Tan_batch_2_to_Cyrestis_tancrop\Callophrys gryneus\Callophrys gryneus IMG_022657_R.png
-1,Callophrys gryneus IMG_022658.png,images\Tan_batch_2_to_Cyrestis_tancrop\Callophrys gryneus\Callophrys gryneus IMG_022658.png
-1,Callophrys rubi IMG_023530_R.png,images\Tan_batch_2_to_Cyrestis_tancrop\Callophrys rubi\Callophrys rubi IMG_023530_R.png
-1,Callophrys sheridanii IMG_023483.png,images\Tan_batch_2_to_Cyrestis_tancrop\Callophrys sheridanii\Callophrys sheridanii IMG_023483.png
-1,Calycopis demonassa IMG_023706_R.png,images\Tan_batch_2_to_Cyrestis_tancrop\Calycopis demonassa\Calycopis demonassa IMG_023706_R.png
-1,Carterocephalus silvicola IMG_161007.png,images\Tan_batch_2_to_Cyrestis_tancrop\Carterocephalus silvicola\Carterocephalus silvicola IMG_161007.png
-1,Catacore kolyma IMG_104251_R.png,images\Tan_batch_2_to_Cyrestis_tancrop\Catacore kolyma\Catacore kolyma IMG_104251_R.png
-1,Catacroptera cloanthe IMG_061279.png,images\Tan_batch_2_to_Cyrestis_tancrop\Catacroptera cloanthe\Catacroptera cloanthe IMG_061279.png
-1,Catasticta pieris IMG_084982.png,images\Tan_batch_2_to_Cyrestis_tancrop\Catasticta pieris\Catasticta pieris IMG_084982.png
-1,Catasticta poujadei IMG_081902.png,images\Tan_batch_2_to_Cyrestis_tancrop\Catasticta poujadei\Catasticta poujadei IMG_081902.png
-1,Catoblepia orgetorix IMG_118945.png,images\Tan_batch_2_to_Cyrestis_tancrop\Catoblepia orgetorix\Catoblepia orgetorix IMG_118945.png
-1,Catocyclotis aemulius IMG_027705.png,images\Tan_batch_2_to_Cyrestis_tancrop\Catocyclotis aemulius\Catocyclotis aemulius IMG_027705.png
-1,Catonephele numilia IMG_091087.png,images\Tan_batch_2_to_Cyrestis_tancrop\Catonephele numilia\Catonephele numilia IMG_091087.png
-1,Catuna sikorana IMG_097007.png,images\Tan_batch_2_to_Cyrestis_tancrop\Catuna sikorana\Catuna sikorana IMG_097007.png
-1,Celaenorrhinus galenus IMG_147084.png,images\Tan_batch_2_to_Cyrestis_tancrop\Celaenorrhinus galenus\Celaenorrhinus galenus IMG_147084.png
-1,Celastrina sugitanii IMG_004520.png,images\Tan_batch_2_to_Cyrestis_tancrop\Celastrina sugitanii\Celastrina sugitanii IMG_004520.png
-1,Cepora laeta IMG_140320_R.png,images\Tan_batch_2_to_Cyrestis_tancrop\Cepora laeta\Cepora laeta IMG_140320_R.png
-1,Cercyonis pegala IMG_030805_R.png,images\Tan_batch_2_to_Cyrestis_tancrop\Cercyonis pegala\Cercyonis pegala IMG_030805_R.png
-1,Cethosia biblis IMG_067137_R.png,images\Tan_batch_2_to_Cyrestis_tancrop\Cethosia biblis\Cethosia biblis IMG_067137_R.png
-1,Charaxes andara IMG_119259.png,images\Tan_batch_2_to_Cyrestis_tancrop\Charaxes andara\Charaxes andara IMG_119259.png
-1,Charaxes anticlea IMG_116961.png,images\Tan_batch_2_to_Cyrestis_tancrop\Charaxes anticlea\Charaxes anticlea IMG_116961.png
-1,Charaxes aristogiton IMG_119315.png,images\Tan_batch_2_to_Cyrestis_tancrop\Charaxes aristogiton\Charaxes aristogiton IMG_119315.png
-1,Charaxes baumanni IMG_123037.png,images\Tan_batch_2_to_Cyrestis_tancrop\Charaxes baumanni\Charaxes baumanni IMG_123037.png
-1,Charaxes bipunctatus IMG_123089.png,images\Tan_batch_2_to_Cyrestis_tancrop\Charaxes bipunctatus\Charaxes bipunctatus IMG_123089.png
-1,Charaxes bohemani IMG_123069.png,images\Tan_batch_2_to_Cyrestis_tancrop\Charaxes bohemani\Charaxes bohemani IMG_123069.png
-1,Charaxes brutus IMG_156888_R.png,images\Tan_batch_2_to_Cyrestis_tancrop\Charaxes brutus\Charaxes brutus IMG_156888_R.png
-1,Charaxes cacuthis IMG_119362.png,images\Tan_batch_2_to_Cyrestis_tancrop\Charaxes cacuthis\Charaxes cacuthis IMG_119362.png
-1,Charaxes candiope IMG_119573.png,images\Tan_batch_2_to_Cyrestis_tancrop\Charaxes candiope\Charaxes candiope IMG_119573.png
-1,Charaxes durnfordi IMG_119252.png,images\Tan_batch_2_to_Cyrestis_tancrop\Charaxes durnfordi\Charaxes durnfordi IMG_119252.png
-1,Charaxes ethalion IMG_123059.png,images\Tan_batch_2_to_Cyrestis_tancrop\Charaxes ethalion\Charaxes ethalion IMG_123059.png
-1,Charaxes hansali IMG_123013.png,images\Tan_batch_2_to_Cyrestis_tancrop\Charaxes hansali\Charaxes hansali IMG_123013.png
-1,Charaxes latona IMG_041202.png,images\Tan_batch_2_to_Cyrestis_tancrop\Charaxes latona\Charaxes latona IMG_041202.png
-1,Charaxes phaeus IMG_119514.png,images\Tan_batch_2_to_Cyrestis_tancrop\Charaxes phaeus\Charaxes phaeus IMG_119514.png
-1,Charaxes porthos IMG_119667.png,images\Tan_batch_2_to_Cyrestis_tancrop\Charaxes porthos\Charaxes porthos IMG_119667.png
-1,Charaxes protoclea IMG_119297.png,images\Tan_batch_2_to_Cyrestis_tancrop\Charaxes protoclea\Charaxes protoclea IMG_119297.png
-1,Charaxes viola IMG_119507.png,images\Tan_batch_2_to_Cyrestis_tancrop\Charaxes viola\Charaxes viola IMG_119507.png
-1,Charaxes zoolina IMG_119623.png,images\Tan_batch_2_to_Cyrestis_tancrop\Charaxes zoolina\Charaxes zoolina IMG_119623.png
-1,Chazara briseis IMG_038517.png,images\Tan_batch_2_to_Cyrestis_tancrop\Chazara briseis\Chazara briseis IMG_038517.png
-1,Chazara kaufmanni IMG_050941.png,images\Tan_batch_2_to_Cyrestis_tancrop\Chazara kaufmanni\Chazara kaufmanni IMG_050941.png
-1,Chitoria sordida IMG_123269.png,images\Tan_batch_2_to_Cyrestis_tancrop\Chitoria sordida\Chitoria sordida IMG_123269.png
-1,Chitoria ulupi IMG_125556.png,images\Tan_batch_2_to_Cyrestis_tancrop\Chitoria ulupi\Chitoria ulupi IMG_125556.png
-1,Chlosyne janais IMG_052130.png,images\Tan_batch_2_to_Cyrestis_tancrop\Chlosyne janais\Chlosyne janais IMG_052130.png
-1,Cigaritis natalensis IMG_018896.png,images\Tan_batch_2_to_Cyrestis_tancrop\Cigaritis natalensis\Cigaritis natalensis IMG_018896.png
-1,Cigaritis syama IMG_018796.png,images\Tan_batch_2_to_Cyrestis_tancrop\Cigaritis syama\Cigaritis syama IMG_018796.png
-1,Clossiana angarensis IMG_066263.png,images\Tan_batch_2_to_Cyrestis_tancrop\Clossiana angarensis\Clossiana angarensis IMG_066263.png
-1,Clossiana erubescens IMG_066306.png,images\Tan_batch_2_to_Cyrestis_tancrop\Clossiana erubescens\Clossiana erubescens IMG_066306.png
-1,Clossiana euphrosyne IMG_172383.png,images\Tan_batch_2_to_Cyrestis_tancrop\Clossiana euphrosyne\Clossiana euphrosyne IMG_172383.png
-1,Clossiana selenis IMG_066270.png,images\Tan_batch_2_to_Cyrestis_tancrop\Clossiana selenis\Clossiana selenis IMG_066270.png
-1,Clossiana thore IMG_066322.png,images\Tan_batch_2_to_Cyrestis_tancrop\Clossiana thore\Clossiana thore IMG_066322.png
-1,Coeliades chalybe IMG_145325.png,images\Tan_batch_2_to_Cyrestis_tancrop\Coeliades chalybe\Coeliades chalybe IMG_145325.png
-1,Coenonympha amaryllis IMG_050317.png,images\Tan_batch_2_to_Cyrestis_tancrop\Coenonympha amaryllis\Coenonympha amaryllis IMG_050317.png
-1,Coenonympha darwiniana IMG_050667.png,images\Tan_batch_2_to_Cyrestis_tancrop\Coenonympha darwiniana\Coenonympha darwiniana IMG_050667.png
-1,Coenonympha dorus IMG_175892.png,images\Tan_batch_2_to_Cyrestis_tancrop\Coenonympha dorus\Coenonympha dorus IMG_175892.png
-1,Coenonympha gardetta IMG_049794.png,images\Tan_batch_2_to_Cyrestis_tancrop\Coenonympha gardetta\Coenonympha gardetta IMG_049794.png
-1,Coenonympha pamphilus IMG_050182.png,images\Tan_batch_2_to_Cyrestis_tancrop\Coenonympha pamphilus\Coenonympha pamphilus IMG_050182.png
-1,Coenonympha sunbecca IMG_050115.png,images\Tan_batch_2_to_Cyrestis_tancrop\Coenonympha sunbecca\Coenonympha sunbecca IMG_050115.png
-1,Coenonympha vaucheri IMG_176246.png,images\Tan_batch_2_to_Cyrestis_tancrop\Coenonympha vaucheri\Coenonympha vaucheri IMG_176246.png
-1,Colias arida IMG_154040.png,images\Tan_batch_2_to_Cyrestis_tancrop\Colias arida\Colias arida IMG_154040.png
-1,Colias behrii IMG_153824.png,images\Tan_batch_2_to_Cyrestis_tancrop\Colias behrii\Colias behrii IMG_153824.png
-1,Colias christophi IMG_154013.png,images\Tan_batch_2_to_Cyrestis_tancrop\Colias christophi\Colias christophi IMG_154013.png
-1,Colias euxanthe IMG_077677.png,images\Tan_batch_2_to_Cyrestis_tancrop\Colias euxanthe\Colias euxanthe IMG_077677.png
-1,Colias hecla IMG_078475.png,images\Tan_batch_2_to_Cyrestis_tancrop\Colias hecla\Colias hecla IMG_078475.png
-1,Colias meadii IMG_072507.png,images\Tan_batch_2_to_Cyrestis_tancrop\Colias meadii\Colias meadii IMG_072507.png
-1,Colias montium IMG_078428.png,images\Tan_batch_2_to_Cyrestis_tancrop\Colias montium\Colias montium IMG_078428.png
-1,Colias staudingeri IMG_078526.png,images\Tan_batch_2_to_Cyrestis_tancrop\Colias staudingeri\Colias staudingeri IMG_078526.png
-1,Colias stoliczkana IMG_153870.png,images\Tan_batch_2_to_Cyrestis_tancrop\Colias stoliczkana\Colias stoliczkana IMG_153870.png
-1,Colobura dirce IMG_099232_R.png,images\Tan_batch_2_to_Cyrestis_tancrop\Colobura dirce\Colobura dirce IMG_099232_R.png
-1,Colotis aurora IMG_086995.png,images\Tan_batch_2_to_Cyrestis_tancrop\Colotis aurora\Colotis aurora IMG_086995.png
-1,Colotis celimene IMG_086458_R.png,images\Tan_batch_2_to_Cyrestis_tancrop\Colotis celimene\Colotis celimene IMG_086458_R.png
-1,Colotis halimede IMG_086497.png,images\Tan_batch_2_to_Cyrestis_tancrop\Colotis halimede\Colotis halimede IMG_086497.png
-1,Colotis incretus IMG_080169.png,images\Tan_batch_2_to_Cyrestis_tancrop\Colotis incretus\Colotis incretus IMG_080169.png
-1,Colotis phisadia IMG_086606.png,images\Tan_batch_2_to_Cyrestis_tancrop\Colotis phisadia\Colotis phisadia IMG_086606.png
-1,Colotis protomedia IMG_086827.png,images\Tan_batch_2_to_Cyrestis_tancrop\Colotis protomedia\Colotis protomedia IMG_086827.png
-1,Colotis zoe IMG_086481.png,images\Tan_batch_2_to_Cyrestis_tancrop\Colotis zoe\Colotis zoe IMG_086481.png
-1,Corades medeba IMG_056153.png,images\Tan_batch_2_to_Cyrestis_tancrop\Corades medeba\Corades medeba IMG_056153.png
-1,Creonpyge creon IMG_158679.png,images\Tan_batch_2_to_Cyrestis_tancrop\Creonpyge creon\Creonpyge creon IMG_158679.png
-1,Cupido alcetas IMG_003928.png,images\Tan_batch_2_to_Cyrestis_tancrop\Cupido alcetas\Cupido alcetas IMG_003928.png
-1,Cupido lorquinii IMG_141983.png,images\Tan_batch_2_to_Cyrestis_tancrop\Cupido lorquinii\Cupido lorquinii IMG_141983.png
-1,Curetis bulis MCZ-ENT00074174_Curetis_bulis_bulis_had.png,images\Tan_batch_2_to_Cyrestis_tancrop\Curetis bulis\Curetis bulis MCZ-ENT00074174_Curetis_bulis_bulis_had.png
-1,Curetis tagalica IMG_025068.png,images\Tan_batch_2_to_Cyrestis_tancrop\Curetis tagalica\Curetis tagalica IMG_025068.png
-1,Cymothoe aramis IMG_100716.png,images\Tan_batch_2_to_Cyrestis_tancrop\Cymothoe aramis\Cymothoe aramis IMG_100716.png
-1,Cymothoe coranus IMG_100698.png,images\Tan_batch_2_to_Cyrestis_tancrop\Cymothoe coranus\Cymothoe coranus IMG_100698.png
-1,Cymothoe fumana IMG_088906.png,images\Tan_batch_2_to_Cyrestis_tancrop\Cymothoe fumana\Cymothoe fumana IMG_088906.png
-1,Cymothoe jodutta IMG_100699.png,images\Tan_batch_2_to_Cyrestis_tancrop\Cymothoe jodutta\Cymothoe jodutta IMG_100699.png
-1,Cymothoe weymeri IMG_088918.png,images\Tan_batch_2_to_Cyrestis_tancrop\Cymothoe weymeri\Cymothoe weymeri IMG_088918.png
-1,Cyrestis paulinus IMG_098904.png,images\Tan_batch_2_to_Cyrestis_tancrop\Cyrestis paulinus\Cyrestis paulinus IMG_098904.png
